,Home_Team,Away_Team,Home_Odds,Away_Odds,Home_Prob_Odds,Away_Prob_Odds,Home_Prob_538,Away_Prob_538,Home_KC,Away_KC,Bet,Payoff,Won_Bet,Capital_Tracker
25,49ers,Seahawks,-390.0,310.0,0.7959183673469387,0.2439024390243902,0.69,0.31,0.0,0.0087419354838709,873.5420157444319,2707.980248807739,-1,100473.51191804944
26,Raiders,Cardinals,-240.0,198.0,0.7058823529411765,0.3355704697986577,0.58,0.42,0.0,0.0127070707070707,1269.7600182638694,2514.124836162461,1,102987.6367542119
27,Cowboys,Bengals,265.0,-330.0,0.273972602739726,0.7674418604651163,0.34,0.66,0.0090943396226415,0.0,908.7561650945696,2408.2038375006096,1,105395.8405917125
28,Broncos,Texans,-480.0,370.0,0.8275862068965517,0.2127659574468085,0.76,0.24,0.0,0.0034594594594594,345.6881139397533,1279.0460215770872,0,105050.15247777276
29,Packers,Bears,-450.0,350.0,0.8181818181818182,0.2222222222222222,0.73,0.27,0.0,0.0061428571428571,613.8278898193613,2148.3976143677646,0,104436.32458795338
30,Bills,Titans,-450.0,350.0,0.8181818181818182,0.2222222222222222,0.76,0.24,0.0,0.0022857142857142,228.40107528162247,799.403763485679,0,104207.92351267175
31,Eagles,Vikings,-132.0,112.0,0.5689655172413793,0.4716981132075472,0.55,0.45,0.0,0.0,0.0,0.0,-1,104207.92351267175
32,Patriots,Ravens,130.0,-150.0,0.4347826086956521,0.6,0.49,0.51,0.0097692307692307,0.0,1018.0312527776396,1323.4406286109315,0,103189.89225989411
33,Dolphins,Bills,175.0,-205.0,0.3636363636363636,0.6721311475409836,0.43,0.57,0.0104285714285714,0.0,1086.7397737750048,1901.7946041062585,1,105091.68686400037
34,Jets,Bengals,210.0,-250.0,0.3225806451612903,0.7142857142857143,0.44,0.56,0.0173333333333333,0.0,1806.270674219644,3793.168415861253,0,103285.41618978072
35,Vikings,Lions,-240.0,200.0,0.7058823529411765,0.3333333333333332,0.7,0.3,0.0,0.0,0.0,0.0,-1,103285.41618978072
36,Bears,Texans,-150.0,130.0,0.6,0.4347826086956521,0.66,0.34,0.015,0.0,1563.118852690077,1042.079235126718,1,104327.49542490744
37,Colts,Chiefs,195.0,-230.0,0.3389830508474575,0.696969696969697,0.34,0.66,0.0001538461538461,0.0,16.03198823271934,31.26237705380271,1,104358.75780196124
38,Panthers,Saints,110.0,-130.0,0.4761904761904761,0.5652173913043478,0.43,0.57,0.0,0.0010999999999999,114.6287158639382,88.17593527995245,0,104244.12908609732
39,Titans,Raiders,110.0,-130.0,0.4761904761904761,0.5652173913043478,0.62,0.38,0.0274545454545454,0.0,2860.981172802444,3147.079290082688,1,107391.20837618
40,Commanders,Eagles,215.0,-255.0,0.3174603174603174,0.7183098591549296,0.41,0.59,0.0135581395348837,0.0,1412.8655676252931,3037.66097039438,0,105978.3428085547
41,Chargers,Jaguars,-175.0,150.0,0.6363636363636364,0.4,0.67,0.33,0.00925,0.0,963.9232924922144,550.8133099955511,0,105014.4195160625
42,Seahawks,Falcons,-115.0,-105.0,0.5348837209302325,0.5121951219512195,0.65,0.35,0.0247499999999999,0.0,2579.146106938625,2242.735745164022,0,102435.27340912388
43,Buccaneers,Packers,-115.0,-105.0,0.5348837209302325,0.5121951219512195,0.67,0.33,0.02905,0.0,3027.2401780431146,2632.382763515752,0,99408.03323108076
44,Cardinals,Rams,155.0,-180.0,0.3921568627450981,0.6428571428571429,0.49,0.51,0.0160967741935483,0.0,1677.4114139620383,2599.9876916411595,0,97730.62181711872
45,Broncos,49ers,100.0,-120.0,0.5,0.5454545454545454,0.51,0.49,0.002,0.0,208.41584702534368,208.41584702534368,1,97939.03766414408
46,Giants,Cowboys,-115.0,-105.0,0.5348837209302325,0.5121951219512195,0.66,0.34,0.0269,0.0,2803.1931424908707,2437.559254339888,0,95135.8445216532
47,Bengals,Dolphins,-180.0,155.0,0.6428571428571429,0.3921568627450981,0.49,0.51,0.0,0.0193870967741935,1844.4078244359223,2858.83212787568,0,93291.43669721729
48,Saints,Vikings,125.0,-145.0,0.4444444444444444,0.5918367346938775,0.4,0.6,0.0,0.0019999999999999,190.271689043306,131.22185451262482,1,93422.6585517299
49,Ravens,Bills,130.0,-150.0,0.4347826086956521,0.6,0.46,0.54,0.0044615384615384,0.0,424.45222940429926,551.7878982255891,0,92998.2063223256
50,Giants,Bears,-170.0,145.0,0.6296296296296297,0.4081632653061224,0.58,0.42,0.0,0.0019999999999999,190.27168904330583,275.89394911279345,0,92807.93463328228
51,Falcons,Browns,100.0,-120.0,0.5,0.5454545454545454,0.47,0.53,0.0,0.0,0.0,0.0,-1,92807.93463328228
52,Eagles,Jaguars,-275.0,230.0,0.7333333333333333,0.303030303030303,0.72,0.28,0.0,0.0,0.0,0.0,-1,92807.93463328228
53,Texans,Chargers,190.0,-225.0,0.3448275862068966,0.6923076923076923,0.38,0.62,0.0053684210526315,0.0,510.7292705899276,970.3856141208624,0,92297.20536269236
54,Steelers,Jets,-165.0,140.0,0.6226415094339622,0.4166666666666667,0.71,0.29,0.0231499999999999,0.0,2202.3948006762707,1334.7847276825885,0,90094.8105620161
55,Lions,Seahawks,-205.0,175.0,0.6721311475409836,0.3636363636363636,0.61,0.39,0.0,0.0041428571428571,394.1342130182776,689.7348727819858,1,90784.54543479808
56,Colts,Titans,-170.0,145.0,0.6296296296296297,0.4081632653061224,0.57,0.43,0.0,0.0036896551724137,351.01846082127145,508.9767681908436,1,91293.52220298893
57,Cowboys,Commanders,-170.0,145.0,0.6296296296296297,0.4081632653061224,0.58,0.42,0.0,0.0019999999999999,190.27168904330583,275.89394911279345,0,91103.25051394562
58,Panthers,Cardinals,-125.0,105.0,0.5555555555555556,0.4878048780487805,0.49,0.51,0.0,0.0043333333333333,412.25532626049807,432.868092573523,1,91536.11860651914
59,Raiders,Broncos,-145.0,125.0,0.5918367346938775,0.4444444444444444,0.47,0.53,0.0,0.0154,1465.0920056334598,1831.3650070418248,0,90071.02660088569
60,Packers,Patriots,-460.0,370.0,0.8214285714285714,0.2127659574468085,0.73,0.27,0.0,0.0072702702702702,691.6633020628303,2559.1542176324724,0,89379.36329882285
61,Buccaneers,Chiefs,100.0,-120.0,0.5,0.5454545454545454,0.59,0.41,0.0179999999999999,0.0,1712.4452013897571,1712.4452013897571,0,87666.9180974331
62,49ers,Rams,-120.0,100.0,0.5454545454545454,0.5,0.55,0.45,0.001,0.0,95.13584452165414,79.27987043471178,-1,87666.9180974331
63,Broncos,Colts,-170.0,145.0,0.6296296296296297,0.4081632653061224,0.6,0.4,0.0,0.0,0.0,0.0,-1,87666.9180974331
64,Packers,Giants,-360.0,295.0,0.782608695652174,0.2531645569620253,0.7,0.3,0.0,0.0062711864406779,549.7755880686483,1621.837984802513,1,89288.7560822356
65,Buccaneers,Falcons,-410.0,330.0,0.803921568627451,0.2325581395348837,0.82,0.18,0.0081999999999999,0.0,718.8687283989492,175.33383619486568,1,89464.08991843047
66,Vikings,Bears,-300.0,250.0,0.75,0.2857142857142857,0.76,0.24,0.0039999999999999,0.0,350.6676723897317,116.88922412991056,1,89580.97914256038
67,Patriots,Lions,-155.0,135.0,0.6078431372549019,0.425531914893617,0.57,0.43,0.0,0.0007777777777777,68.18538074244765,92.05026400230432,0,89512.79376181793
68,Jaguars,Texans,-325.0,270.0,0.7647058823529411,0.2702702702702703,0.77,0.23,0.00225,0.0,197.2505657192252,60.6924817597616,0,89315.5431960987
69,Browns,Chargers,115.0,-135.0,0.4651162790697674,0.574468085106383,0.48,0.52,0.0027826086956521,0.0,243.94272861894368,280.5341379117852,0,89071.60046747976
70,Jets,Dolphins,150.0,-175.0,0.4,0.6363636363636364,0.36,0.64,0.0,0.001,87.66691809743328,50.09538176996188,0,88983.93354938233
71,Bills,Steelers,-850.0,600.0,0.8947368421052632,0.1428571428571428,0.88,0.12,0.0,0.0,0.0,0.0,-1,88983.93354938233
72,Saints,Seahawks,-230.0,195.0,0.696969696969697,0.3389830508474575,0.57,0.43,0.0,0.0137692307692307,1207.1060261108094,2353.856750916078,0,87776.82752327152
73,Commanders,Titans,115.0,-135.0,0.4651162790697674,0.574468085106383,0.41,0.59,0.0,0.0036499999999999,319.98425105563007,237.0253711523185,1,88013.85289442385
74,Panthers,49ers,220.0,-260.0,0.3125,0.7222222222222221,0.3,0.7,0.0,0.0,0.0,0.0,-1,88013.85289442385
75,Rams,Cowboys,-230.0,195.0,0.696969696969697,0.3389830508474575,0.66,0.34,0.0,0.0001538461538461,13.487218168836373,26.30007542923093,1,88040.15296985308
76,Cardinals,Eagles,195.0,-230.0,0.3389830508474575,0.696969696969697,0.42,0.58,0.0122564102564102,0.0,1074.4817141172564,2095.23934252865,0,86965.67125573583
77,Ravens,Bengals,-170.0,145.0,0.6296296296296297,0.4081632653061224,0.6,0.4,0.0,0.0,0.0,0.0,-1,86965.67125573583
78,Chiefs,Raiders,-305.0,255.0,0.7530864197530864,0.2816901408450704,0.78,0.22,0.0109,0.0,955.5694072620212,313.3014450039414,1,87278.97270073977
79,Bears,Commanders,-110.0,-110.0,0.5238095238095238,0.5238095238095238,0.57,0.43,0.0096999999999999,0.0,846.6060351971743,769.6418501792492,0,86432.3666655426
80,Giants,Ravens,210.0,-260.0,0.3225806451612903,0.7222222222222221,0.41,0.59,0.0129047619047619,0.0,1126.3143619952605,2365.260160190047,1,88797.62682573266
81,Saints,Bengals,110.0,-130.0,0.4761904761904761,0.5652173913043478,0.45,0.55,0.0,0.0,0.0,0.0,-1,88797.62682573266
82,Colts,Jaguars,-130.0,110.0,0.5652173913043478,0.4761904761904761,0.64,0.36,0.0172,0.0,1501.1983304527243,1154.7679465020956,1,89952.39477223475
83,Dolphins,Vikings,148.0,-175.0,0.4032258064516129,0.6363636363636364,0.31,0.69,0.0,0.0147499999999999,1287.36484733591,735.6370556205201,1,90688.03182785527
84,Browns,Patriots,-140.0,118.0,0.5833333333333334,0.4587155963302752,0.52,0.48,0.0,0.0039322033898304,343.1986723147725,404.9744333314316,1,91093.0062611867
85,Packers,Jets,-350.0,275.0,0.7777777777777779,0.2666666666666666,0.76,0.24,0.0,0.0,0.0,0.0,-1,91093.0062611867
86,Falcons,49ers,196.0,-240.0,0.3378378378378378,0.7058823529411765,0.28,0.72,0.0,0.0047999999999999,418.93906896355,174.55794540147917,0,90674.06719222316
87,Steelers,Buccaneers,310.0,-400.0,0.2439024390243902,0.8,0.27,0.73,0.0034516129032258,0.0,301.25322835416654,933.8850078979162,1,91607.95220012109
88,Seahawks,Cardinals,122.0,-145.0,0.4504504504504504,0.5918367346938775,0.47,0.53,0.0035573770491803,0.0,310.4842143616473,378.79074152120967,1,91986.74294164228
89,Rams,Panthers,-480.0,360.0,0.8275862068965517,0.217391304347826,0.79,0.21,0.0,0.0,0.0,0.0,-1,91986.74294164228
90,Chiefs,Bills,118.0,-140.0,0.4587155963302752,0.5833333333333334,0.5,0.5,0.0076271186440677,0.0,665.6870799208964,785.5107543066578,0,91321.05586172138
91,Eagles,Cowboys,-267.0,215.0,0.7275204359673024,0.3174603174603174,0.73,0.27,0.0009099999999999,0.0,79.42386515767282,29.746765976656487,1,91350.80262769804
92,Chargers,Broncos,-225.0,185.0,0.6923076923076923,0.3508771929824561,0.64,0.36,0.0,0.0014054054054054,122.6623400118506,226.92532902192363,0,91228.14028768618
93,Cardinals,Saints,-145.0,125.0,0.5918367346938775,0.4444444444444444,0.6,0.4,0.0019999999999999,0.0,182.456280575372,125.8319176381876,1,91353.97220532436
94,Bengals,Falcons,-280.0,235.0,0.7368421052631579,0.2985074626865671,0.75,0.25,0.0049999999999999,0.0,456.1407014384307,162.90739337086814,1,91516.87959869525
95,Ravens,Browns,-265.0,225.0,0.726027397260274,0.3076923076923077,0.78,0.22,0.0197,0.0,1797.194363667419,678.186552327328,1,92195.06615102258
96,Cowboys,Lions,-300.0,250.0,0.75,0.2857142857142857,0.77,0.23,0.008,0.0,729.8251223014896,243.2750407671632,1,92438.34119178976
97,Commanders,Packers,185.0,-215.0,0.3508771929824561,0.6825396825396826,0.42,0.58,0.0106486486486486,0.0,971.4564127931984,1797.194363667417,1,94235.53555545716
98,Titans,Colts,-135.0,115.0,0.574468085106383,0.4651162790697674,0.62,0.38,0.0107,0.0,976.141101078242,723.0674822801792,1,94958.60303773734
99,Jaguars,Giants,-165.0,140.0,0.6226415094339622,0.4166666666666667,0.49,0.51,0.0,0.016,1459.650244602979,2043.5103424441704,1,97002.11338018152
100,Jaguars,Giants,-165.0,140.0,0.6226415094339622,0.4166666666666667,0.46,0.54,0.0,0.0211428571428571,1928.82353751108,2700.352952515512,1,99702.46633269703
101,Panthers,Buccaneers,400.0,-500.0,0.2,0.8333333333333335,0.23,0.77,0.00375,0.0,342.10552607882323,1368.422104315293,1,101070.88843701233
102,Raiders,Texans,-320.0,265.0,0.7619047619047619,0.273972602739726,0.73,0.27,0.0,0.0,0.0,0.0,-1,101070.88843701233
103,Broncos,Jets,-120.0,100.0,0.5454545454545454,0.5,0.58,0.42,0.0075999999999999,0.0,693.3338661864146,577.7782218220123,0,100377.55457082592
104,49ers,Chiefs,120.0,-140.0,0.4545454545454545,0.5833333333333334,0.49,0.51,0.0064999999999999,0.0,592.9829118699599,711.5794942439519,0,99784.57165895596
105,Chargers,Seahawks,-215.0,185.0,0.6825396825396826,0.3508771929824561,0.7,0.3,0.0054999999999999,0.0,501.7547715822725,233.37431236384768,0,99282.81688737369
106,Dolphins,Steelers,-320.0,265.0,0.7619047619047619,0.273972602739726,0.7,0.3,0.0,0.0035849056603773,327.04427650302586,866.6673327330185,0,98955.77261087066
107,Patriots,Bears,-365.0,300.0,0.7849462365591396,0.25,0.76,0.24,0.0,0.0,0.0,0.0,-1,98955.77261087066
108,Buccaneers,Ravens,-125.0,105.0,0.5555555555555556,0.4878048780487805,0.54,0.46,0.0,0.0,0.0,0.0,-1,98955.77261087066
109,Jaguars,Broncos,-135.0,115.0,0.574468085106383,0.4651162790697674,0.45,0.55,0.0,0.0158695652173913,1570.385087085556,1805.9428501483887,1,100761.71546101903
110,Vikings,Cardinals,-180.0,155.0,0.6428571428571429,0.3921568627450981,0.73,0.27,0.0243999999999999,0.0,2414.520851705244,1341.4004731695798,1,102103.11593418862
111,Falcons,Panthers,-205.0,175.0,0.6721311475409836,0.3636363636363636,0.59,0.41,0.0,0.0072857142857142,720.9634861649138,1261.686100788599,0,101382.15244802371
112,Cowboys,Bears,-425.0,340.0,0.8095238095238095,0.2272727272727272,0.82,0.18,0.0054999999999999,0.0,544.2567493597862,128.06041161406733,1,101510.21285963776
113,Lions,Dolphins,155.0,-180.0,0.3921568627450981,0.6428571428571429,0.34,0.66,0.0,0.0048,474.9877085321802,263.88206029565566,1,101774.09491993344
114,Jets,Patriots,120.0,-140.0,0.4545454545454545,0.5833333333333334,0.56,0.44,0.0193333333333333,0.0,1913.1449371435,2295.7739245722,0,99860.94998278993
115,Jets,Patriots,120.0,-140.0,0.4545454545454545,0.5833333333333334,0.25,0.75,0.0,0.0399999999999999,3958.230904434826,2827.3077888820185,1,102688.25777167194
116,Saints,Raiders,100.0,-120.0,0.5,0.5454545454545454,0.48,0.52,0.0,0.0,0.0,0.0,-1,102688.25777167194
117,Eagles,Steelers,-490.0,390.0,0.8305084745762712,0.2040816326530612,0.86,0.14,0.0173999999999999,0.0,1721.8304434291483,351.39396804676494,1,103039.6517397187
118,Texans,Titans,115.0,-135.0,0.4651162790697674,0.574468085106383,0.31,0.69,0.0,0.0271499999999999,2686.6492263851374,1990.1105380630645,1,105029.76227778176
119,Texans,Titans,115.0,-135.0,0.4651162790697674,0.574468085106383,0.2,0.8,0.0,0.0441666666666666,4370.546623646787,3237.4419434420643,1,108267.20422122384
120,Seahawks,Giants,-150.0,130.0,0.6,0.4347826086956521,0.52,0.48,0.0,0.0079999999999999,791.6461808869651,1029.140035153055,0,107475.55804033688
121,Rams,49ers,105.0,-125.0,0.4878048780487805,0.5555555555555556,0.58,0.42,0.0179999999999999,0.0,1781.203906995671,1870.2641023454548,-1,107475.55804033688
122,Colts,Commanders,-145.0,125.0,0.5918367346938775,0.4444444444444444,0.54,0.46,0.0,0.0028,277.07616331043806,346.3452041380476,1,107821.90324447492
123,Bills,Packers,-500.0,400.0,0.8333333333333335,0.2,0.84,0.16,0.0039999999999999,0.0,395.8230904434816,79.16461808869632,1,107901.0678625636
124,Browns,Bengals,160.0,-190.0,0.3846153846153847,0.6551724137931035,0.28,0.72,0.0,0.0187999999999999,1860.3685250843675,979.1413289917724,0,106040.69933747924
125,Texans,Eagles,550.0,-750.0,0.1538461538461538,0.8823529411764706,0.18,0.82,0.003090909090909,0.0,327.76216158857204,1802.6918887371464,0,105712.93717589066
126,Jets,Bills,460.0,-610.0,0.1785714285714285,0.8591549295774648,0.24,0.76,0.0074782608695652,0.0,793.000012436801,3647.800057209284,1,109360.73723309996
127,Bengals,Panthers,-345.0,285.0,0.7752808988764045,0.2597402597402597,0.79,0.21,0.00655,0.0,694.5665806604915,201.3236465682584,1,109562.0608796682
128,Lions,Packers,160.0,-190.0,0.3846153846153847,0.6551724137931035,0.38,0.62,0.0,0.0,0.0,0.0,-1,109562.0608796682
129,Patriots,Colts,-240.0,200.0,0.7058823529411765,0.3333333333333332,0.7,0.3,0.0,0.0,0.0,0.0,-1,109562.0608796682
130,Falcons,Chargers,145.0,-170.0,0.4081632653061224,0.6296296296296297,0.47,0.53,0.0104482758620689,0.0,1107.942479284697,1606.5165949628104,0,108454.11840038352
131,Bears,Dolphins,195.0,-230.0,0.3389830508474575,0.696969696969697,0.41,0.59,0.0107435897435897,0.0,1139.2577698052253,2221.552651120189,0,107314.86063057827
132,Commanders,Vikings,150.0,-175.0,0.4,0.6363636363636364,0.37,0.63,0.0,0.0,0.0,0.0,-1,107314.86063057827
133,Jaguars,Raiders,105.0,-125.0,0.4878048780487805,0.5555555555555556,0.51,0.49,0.0043333333333333,0.0,459.50969712907767,482.4851819855316,1,107797.3458125638
134,Cardinals,Seahawks,-130.0,110.0,0.5652173913043478,0.4761904761904761,0.53,0.47,0.0,0.0,0.0,0.0,-1,107797.3458125638
135,Buccaneers,Rams,-145.0,125.0,0.5918367346938775,0.4444444444444444,0.63,0.37,0.00935,0.0,991.4805388054316,683.7796819347805,1,108481.1254944986
136,Buccaneers,Rams,-145.0,125.0,0.5918367346938775,0.4444444444444444,0.52,0.48,0.0,0.0063999999999999,678.6604757598668,848.3255946998336,0,107802.46501873872
137,Chiefs,Titans,-610.0,460.0,0.8591549295774648,0.1785714285714285,0.75,0.25,0.0,0.008695652173913,922.0930377172106,4241.627973499169,0,106880.37198102153
138,Saints,Ravens,120.0,-140.0,0.4545454545454545,0.5833333333333334,0.41,0.59,0.0,0.0015999999999999,169.66511893996636,121.18937067140456,1,107001.56135169292
139,Panthers,Falcons,125.0,-145.0,0.4444444444444444,0.5918367346938775,0.47,0.53,0.0045999999999999,0.0,492.20718221778645,615.258977772233,1,107616.82032946515
140,Buccaneers,Seahawks,-145.0,125.0,0.5918367346938775,0.4444444444444444,0.49,0.51,0.0,0.0117999999999999,1262.618423949976,1578.27302993747,0,106354.20190551518
141,Dolphins,Browns,-175.0,150.0,0.6363636363636364,0.4,0.69,0.31,0.0147499999999999,0.0,1578.273029937469,901.8703028214107,1,107256.07220833658
142,Titans,Broncos,-145.0,125.0,0.5918367346938775,0.4444444444444444,0.64,0.36,0.0118,0.0,1262.6184239499771,870.7713268620532,1,108126.84353519864
143,Bears,Lions,-145.0,125.0,0.5918367346938775,0.4444444444444444,0.65,0.35,0.01425,0.0,1524.7722492616251,1051.5670684562933,0,106602.07128593701
144,Giants,Texans,-210.0,180.0,0.6774193548387096,0.3571428571428571,0.8,0.2,0.038,0.0,4066.0593313643312,1936.21872922111,1,108538.29001515813
145,Chiefs,Jaguars,-425.0,340.0,0.8095238095238095,0.2272727272727272,0.85,0.15,0.0212499999999999,0.0,2273.7831787234727,535.0078067584642,1,109073.2978219166
146,Bills,Vikings,-175.0,150.0,0.6363636363636364,0.4,0.58,0.42,0.0,0.0033333333333333,356.6718711723093,535.007806758464,1,109608.30562867507
147,Steelers,Saints,105.0,-125.0,0.4878048780487805,0.5555555555555556,0.53,0.47,0.0082380952380952,0.0,881.4890530401381,925.563505692145,1,110533.86913436721
148,Raiders,Colts,-205.0,175.0,0.6721311475409836,0.3636363636363636,0.65,0.35,0.0,0.0,0.0,0.0,-1,110533.86913436721
149,Rams,Cardinals,-125.0,105.0,0.5555555555555556,0.4878048780487805,0.52,0.48,0.0,0.0,0.0,0.0,-1,110533.86913436721
150,Packers,Cowboys,175.0,-205.0,0.3636363636363636,0.6721311475409836,0.27,0.73,0.0,0.0176499999999999,1888.5775578573791,921.2573452962826,0,108645.29157650983
151,Packers,Cowboys,175.0,-205.0,0.3636363636363636,0.6721311475409836,0.42,0.58,0.0088571428571428,0.0,947.7281148292795,1658.5242009512392,1,110303.81577746107
152,49ers,Chargers,-280.0,235.0,0.7368421052631579,0.2985074626865671,0.7,0.3,0.0,0.0002127659574468,22.766289649296382,53.5007806758465,-1,110303.81577746107
153,Eagles,Commanders,-475.0,380.0,0.826086956521739,0.2083333333333333,0.84,0.16,0.0079999999999999,0.0,856.0124908135413,180.21315596074552,0,109447.80328664753
